Dim,Noise Std,Problem ID,Problem Name,Function Class,Comparison Tier,Solver 1,Solver 2,Solver 1 Med Res,Solver 2 Med Res,Mann-Whitney p-val,A12 Effect Size,Effect Magnitude,Outcome
3,0.05,1,Sphere (f1),Separable,Tier 1: Classical Baselines,CMAES,DE,0.0,0.0053816565,1.0,0.0,Large,CMAES Ahead (Non-Sig)
3,0.05,1,Sphere (f1),Separable,Tier 1: Classical Baselines,CMAES,PSO,0.0,0.0,,0.5,Negligible,Exact Tie
3,0.05,1,Sphere (f1),Separable,Tier 1: Classical Baselines,DE,PSO,0.0053816565,0.0,1.0,1.0,Large,PSO Ahead (Non-Sig)
3,0.05,11,Discus (f11),High Conditioning,Tier 1: Classical Baselines,CMAES,DE,0.0,0.0006094144,1.0,0.0,Large,CMAES Ahead (Non-Sig)
3,0.05,11,Discus (f11),High Conditioning,Tier 1: Classical Baselines,CMAES,PSO,0.0,0.0,,0.5,Negligible,Exact Tie
3,0.05,11,Discus (f11),High Conditioning,Tier 1: Classical Baselines,DE,PSO,0.0006094144,0.0,1.0,1.0,Large,PSO Ahead (Non-Sig)
3,0.05,15,Rastrigin (f15),Multi-Modal (Global Structure),Tier 1: Classical Baselines,CMAES,DE,0.0,2.2998248638,1.0,0.0,Large,CMAES Ahead (Non-Sig)
3,0.05,15,Rastrigin (f15),Multi-Modal (Global Structure),Tier 1: Classical Baselines,CMAES,PSO,0.0,0.9949597517,1.0,0.0,Large,CMAES Ahead (Non-Sig)
3,0.05,15,Rastrigin (f15),Multi-Modal (Global Structure),Tier 1: Classical Baselines,DE,PSO,2.2998248638,0.9949597517,1.0,1.0,Large,PSO Ahead (Non-Sig)
3,0.05,21,Gallagher 101 Peaks (f21),Multi-Modal (Weak Structure),Tier 1: Classical Baselines,CMAES,DE,0.0,2.1581e-06,1.0,0.0,Large,CMAES Ahead (Non-Sig)
3,0.05,21,Gallagher 101 Peaks (f21),Multi-Modal (Weak Structure),Tier 1: Classical Baselines,CMAES,PSO,0.0,0.0,,0.5,Negligible,Exact Tie
3,0.05,21,Gallagher 101 Peaks (f21),Multi-Modal (Weak Structure),Tier 1: Classical Baselines,DE,PSO,2.1581e-06,0.0,1.0,1.0,Large,PSO Ahead (Non-Sig)
3,0.05,8,Rosenbrock (f8),Low Conditioning,Tier 1: Classical Baselines,CMAES,DE,0.0,0.0131017048,1.0,0.0,Large,CMAES Ahead (Non-Sig)
3,0.05,8,Rosenbrock (f8),Low Conditioning,Tier 1: Classical Baselines,CMAES,PSO,0.0,0.0,,0.5,Negligible,Exact Tie
3,0.05,8,Rosenbrock (f8),Low Conditioning,Tier 1: Classical Baselines,DE,PSO,0.0131017048,0.0,1.0,1.0,Large,PSO Ahead (Non-Sig)
